Date,Ticker,Industry,UnderlyingPrice,VIX,OptionType,Expiration,DTE,Strike,Bid,Ask,Last,Volume,log_moneyness,YTE,Spread,ITM
2021-03-19,AAPL,Technology,132.79,21.53,Call,2021-11-26,180,132.79,8.2,9.06,8.9,372,0.0,0.4928131416837782,0.8600000000000012,0
2021-03-19,AAPL,Technology,132.79,21.53,Call,2021-11-26,180,146.07,3.54,3.92,3.79,224,-0.09531702586048305,0.4928131416837782,0.3799999999999999,0
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-05-03,30,121.55,13.64,14.02,13.84,354,0.10531937947649236,0.08213552361396304,0.379999999999999,1
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-05-03,30,135.05,3.38,3.46,3.4,589,0.0,0.08213552361396304,0.08000000000000007,0
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-05-03,30,148.56,0.24,0.24,0.24,360,-0.09534383680582567,0.08213552361396304,0.0,0
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-07-26,90,121.55,14.72,15.59,15.37,275,0.10531937947649236,0.2464065708418891,0.8699999999999992,1
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-07-26,90,135.05,5.89,6.22,6.0,478,0.0,0.2464065708418891,0.33000000000000007,0
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-07-26,90,148.56,1.61,1.7,1.68,316,-0.09534383680582567,0.2464065708418891,0.08999999999999986,0
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-11-29,180,121.55,16.26,18.02,16.72,225,0.10531937947649236,0.4928131416837782,1.759999999999998,1
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-11-29,180,135.05,8.3,9.18,8.51,362,0.0,0.4928131416837782,0.879999999999999,0
2021-03-22,AAPL,Technology,135.05,21.43,Call,2021-11-29,180,148.56,3.57,3.95,3.59,227,-0.09534383680582567,0.4928131416837782,0.38000000000000034,0
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-05-04,30,121.86,13.69,14.07,13.94,340,0.10536051565782635,0.08213552361396304,0.3800000000000008,1
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-05-04,30,135.4,3.44,3.53,3.45,622,0.0,0.08213552361396304,0.08999999999999986,0
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-05-04,30,148.94,0.26,0.26,0.26,355,-0.09531017980432477,0.08213552361396304,0.0,0
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-07-27,90,121.86,14.82,15.69,15.6,281,0.10536051565782635,0.2464065708418891,0.8699999999999992,1
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-07-27,90,135.4,6.0,6.34,6.08,489,0.0,0.2464065708418891,0.33999999999999986,0
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-07-27,90,148.94,1.68,1.78,1.68,292,-0.09531017980432477,0.2464065708418891,0.10000000000000009,0
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-11-30,180,121.86,16.4,18.17,17.91,218,0.10536051565782635,0.4928131416837782,1.7700000000000031,1
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-11-30,180,135.4,8.45,9.35,9.05,351,0.0,0.4928131416837782,0.9000000000000004,0
2021-03-23,AAPL,Technology,135.4,21.8,Call,2021-11-30,180,148.94,3.7,4.1,3.82,246,-0.09531017980432477,0.4928131416837782,0.39999999999999947,0
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-05-05,30,121.57,13.66,14.04,13.75,348,0.10537696694966446,0.08213552361396304,0.379999999999999,1
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-05-05,30,135.08,3.43,3.52,3.46,578,0.0,0.08213552361396304,0.08999999999999986,0
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-05-05,30,148.59,0.25,0.26,0.26,376,-0.09532363975088906,0.08213552361396304,0.010000000000000009,0
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-07-28,90,121.57,14.78,15.65,15.07,301,0.10537696694966446,0.2464065708418891,0.870000000000001,1
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-07-28,90,135.08,5.97,6.32,6.18,482,0.0,0.2464065708418891,0.35000000000000053,0
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-07-28,90,148.59,1.67,1.77,1.77,305,-0.09532363975088906,0.2464065708418891,0.10000000000000009,0
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-12-01,180,121.57,16.35,18.12,17.67,211,0.10537696694966446,0.4928131416837782,1.7699999999999996,1
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-12-01,180,135.08,8.42,9.31,8.94,374,0.0,0.4928131416837782,0.8900000000000006,0
2021-03-24,AAPL,Technology,135.08,21.77,Call,2021-12-01,180,148.59,3.68,4.07,3.99,266,-0.09532363975088906,0.4928131416837782,0.3900000000000001,0
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-05-06,30,119.62,13.46,13.83,13.73,319,0.10535215581683037,0.08213552361396304,0.3699999999999992,1
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-05-06,30,132.91,3.46,3.55,3.46,563,0.0,0.08213552361396304,0.08999999999999986,0
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-05-06,30,146.2,0.28,0.29,0.29,361,-0.09530333988243664,0.08213552361396304,0.009999999999999953,0
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-07-29,90,119.62,14.62,15.49,14.62,316,0.10535215581683037,0.2464065708418891,0.870000000000001,1
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-07-29,90,132.91,6.03,6.37,6.11,475,0.0,0.2464065708418891,0.33999999999999986,0
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-07-29,90,146.2,1.75,1.86,1.79,268,-0.09530333988243664,0.2464065708418891,0.1100000000000001,0
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-12-02,180,119.62,16.23,17.99,16.69,219,0.10535215581683037,0.4928131416837782,1.759999999999998,1
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-12-02,180,132.91,8.49,9.39,9.08,378,0.0,0.4928131416837782,0.9000000000000004,0
2021-03-25,AAPL,Technology,132.91,22.34,Call,2021-12-02,180,146.2,3.8,4.21,4.03,237,-0.09530333988243664,0.4928131416837782,0.41000000000000014,0
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-05-07,30,116.52,13.11,13.47,13.46,313,0.10530902102613048,0.08213552361396304,0.3600000000000012,1
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-05-07,30,129.46,3.37,3.46,3.44,576,0.0,0.08213552361396304,0.08999999999999986,0
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-05-07,30,142.41,0.27,0.28,0.28,359,-0.0953382681139721,0.08213552361396304,0.010000000000000009,0
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-07-30,90,116.52,14.24,15.09,14.7,243,0.10530902102613048,0.2464065708418891,0.8499999999999996,1
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-07-30,90,129.46,5.88,6.21,6.09,480,0.0,0.2464065708418891,0.33000000000000007,0
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-07-30,90,142.41,1.71,1.81,1.78,306,-0.0953382681139721,0.2464065708418891,0.10000000000000009,0
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-12-03,180,116.52,15.82,17.53,15.94,235,0.10530902102613048,0.4928131416837782,1.7100000000000009,1
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-12-03,180,129.46,8.28,9.16,8.52,357,0.0,0.4928131416837782,0.8800000000000008,0
2021-03-26,AAPL,Technology,129.46,22.37,Call,2021-12-03,180,142.41,3.71,4.11,3.79,238,-0.0953382681139721,0.4928131416837782,0.40000000000000036,0
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-05-10,30,115.64,13.03,13.39,13.27,309,0.10536916314724412,0.08213552361396304,0.3600000000000012,1
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-05-10,30,128.49,3.41,3.5,3.44,549,0.0,0.08213552361396304,0.08999999999999986,0
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-05-10,30,141.34,0.3,0.3,0.3,346,-0.09531725496731887,0.08213552361396304,0.0,0
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-08-02,90,115.64,14.2,15.05,14.86,280,0.10536916314724412,0.2464065708418891,0.8500000000000014,1
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-08-02,90,128.49,5.94,6.28,6.11,504,0.0,0.2464065708418891,0.33999999999999986,0
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-08-02,90,141.34,1.78,1.89,1.81,312,-0.09531725496731887,0.2464065708418891,0.10999999999999988,0
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-12-06,180,115.64,15.81,17.52,16.61,212,0.10536916314724412,0.4928131416837782,1.709999999999999,1
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-12-06,180,128.49,8.37,9.25,8.9,378,0.0,0.4928131416837782,0.8800000000000008,0
2021-03-29,AAPL,Technology,128.49,22.81,Call,2021-12-06,180,141.34,3.82,4.23,4.17,242,-0.09531725496731887,0.4928131416837782,0.4100000000000006,0
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-05-11,30,115.56,13.02,13.38,13.03,334,0.10536051565782635,0.08213552361396304,0.3600000000000012,1
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-05-11,30,128.4,3.42,3.51,3.48,588,0.0,0.08213552361396304,0.08999999999999986,0
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-05-11,30,141.24,0.3,0.31,0.3,356,-0.0953101798043249,0.08213552361396304,0.010000000000000009,0
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-08-03,90,115.56,14.2,15.05,14.47,293,0.10536051565782635,0.2464065708418891,0.8500000000000014,1
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-08-03,90,128.4,5.96,6.3,6.08,493,0.0,0.2464065708418891,0.33999999999999986,0
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-08-03,90,141.24,1.8,1.9,1.84,309,-0.0953101798043249,0.2464065708418891,0.09999999999999987,0
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-12-07,180,115.56,15.82,17.53,17.09,236,0.10536051565782635,0.4928131416837782,1.7100000000000009,1
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-12-07,180,128.4,8.39,9.28,8.53,408,0.0,0.4928131416837782,0.8899999999999988,0
2021-03-30,AAPL,Technology,128.4,22.9,Call,2021-12-07,180,141.24,3.84,4.26,3.89,241,-0.0953101798043249,0.4928131416837782,0.41999999999999993,0
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-05-12,30,118.83,13.4,13.78,13.54,323,0.10541100668305724,0.08213552361396304,0.379999999999999,1
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-05-12,30,132.04,3.55,3.65,3.57,576,0.0,0.08213552361396304,0.10000000000000009,0
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-05-12,30,145.24,0.32,0.33,0.33,361,-0.09528263956114291,0.08213552361396304,0.010000000000000009,0
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-08-04,90,118.83,14.64,15.52,15.22,310,0.10541100668305724,0.2464065708418891,0.879999999999999,1
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-08-04,90,132.04,6.19,6.54,6.38,476,0.0,0.2464065708418891,0.34999999999999964,0
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-08-04,90,145.24,1.9,2.01,1.99,278,-0.09528263956114291,0.2464065708418891,0.10999999999999988,0
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-12-08,180,118.83,16.33,18.1,17.02,216,0.10541100668305724,0.4928131416837782,1.7700000000000031,1
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-12-08,180,132.04,8.71,9.63,9.28,365,0.0,0.4928131416837782,0.9199999999999999,0
2021-03-31,AAPL,Technology,132.04,23.14,Call,2021-12-08,180,145.24,4.03,4.47,4.41,230,-0.09528263956114291,0.4928131416837782,0.4399999999999995,0
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-05-13,30,119.09,13.42,13.8,13.43,331,0.10534372149547659,0.08213552361396304,0.3800000000000008,1
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-05-13,30,132.32,3.54,3.63,3.6,552,0.0,0.08213552361396304,0.08999999999999986,0
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-05-13,30,145.56,0.31,0.32,0.32,340,-0.09536514146857791,0.08213552361396304,0.010000000000000009,0
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-08-05,90,119.09,14.65,15.52,14.83,311,0.10534372149547659,0.2464065708418891,0.8699999999999992,1
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-08-05,90,132.32,6.16,6.51,6.39,472,0.0,0.2464065708418891,0.34999999999999964,0
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-08-05,90,145.56,1.86,1.97,1.93,300,-0.09536514146857791,0.2464065708418891,0.10999999999999988,0
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-12-09,180,119.09,16.32,18.09,17.91,228,0.10534372149547659,0.4928131416837782,1.7699999999999996,1
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-12-09,180,132.32,8.67,9.59,9.47,335,0.0,0.4928131416837782,0.9199999999999999,0
2021-04-01,AAPL,Technology,132.32,22.96,Call,2021-12-09,180,145.56,3.98,4.41,4.21,230,-0.09536514146857791,0.4928131416837782,0.43000000000000016,0
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-05-14,30,120.96,13.62,14.01,13.73,312,0.10536051565782635,0.08213552361396304,0.39000000000000057,1
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-05-14,30,134.4,3.56,3.65,3.57,618,0.0,0.08213552361396304,0.08999999999999986,0
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-05-14,30,147.84,0.31,0.31,0.31,347,-0.0953101798043249,0.08213552361396304,0.0,0
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-08-06,90,120.96,14.85,15.73,14.97,275,0.10536051565782635,0.2464065708418891,0.8800000000000008,1
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-08-06,90,134.4,6.2,6.55,6.37,497,0.0,0.2464065708418891,0.34999999999999964,0
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-08-06,90,147.84,1.85,1.96,1.94,283,-0.0953101798043249,0.2464065708418891,0.10999999999999988,0
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-12-10,180,120.96,16.52,18.31,16.82,253,0.10536051565782635,0.4928131416837782,1.7899999999999991,1
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-12-10,180,134.4,8.73,9.65,9.5,378,0.0,0.4928131416837782,0.9199999999999999,0
2021-04-02,AAPL,Technology,134.4,22.74,Call,2021-12-10,180,147.84,3.97,4.4,4.21,219,-0.0953101798043249,0.4928131416837782,0.43000000000000016,0
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-05-17,30,120.03,13.52,13.9,13.88,332,0.10531052690528528,0.08213552361396304,0.3800000000000008,1
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-05-17,30,133.36,3.55,3.64,3.58,554,0.0,0.08213552361396304,0.0900000000000003,0
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-05-17,30,146.7,0.31,0.32,0.31,327,-0.09533744670639731,0.08213552361396304,0.010000000000000009,0
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-08-09,90,120.03,14.75,15.62,15.23,265,0.10531052690528528,0.2464065708418891,0.8699999999999992,1
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-08-09,90,133.36,6.18,6.53,6.26,463,0.0,0.2464065708418891,0.35000000000000053,0
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-08-09,90,146.7,1.86,1.97,1.88,314,-0.09533744670639731,0.2464065708418891,0.10999999999999988,0
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-12-13,180,120.03,16.42,18.2,18.02,222,0.10531052690528528,0.4928131416837782,1.7799999999999976,1
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-12-13,180,133.36,8.7,9.62,9.62,393,0.0,0.4928131416837782,0.9199999999999999,0
2021-04-05,AAPL,Technology,133.36,22.86,Call,2021-12-13,180,146.7,3.98,4.41,4.09,229,-0.09533744670639731,0.4928131416837782,0.43000000000000016,0
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-05-18,30,117.82,13.28,13.66,13.49,340,0.10535202809846636,0.08213552361396304,0.3800000000000008,1
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-05-18,30,130.91,3.52,3.61,3.54,582,0.0,0.08213552361396304,0.08999999999999986,0
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-05-18,30,144.01,0.32,0.33,0.32,358,-0.09537267741728356,0.08213552361396304,0.010000000000000009,0
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-08-10,90,117.82,14.51,15.38,15.24,271,0.10535202809846636,0.2464065708418891,0.870000000000001,1
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-08-10,90,130.91,6.13,6.48,6.29,445,0.0,0.2464065708418891,0.35000000000000053,0
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-08-10,90,144.01,1.87,1.98,1.89,290,-0.09537267741728356,0.2464065708418891,0.10999999999999988,0
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-12-14,180,117.82,16.18,17.94,17.5,209,0.10535202809846636,0.4928131416837782,1.7600000000000016,1
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-12-14,180,130.91,8.63,9.54,9.48,398,0.0,0.4928131416837782,0.9099999999999984,0
2021-04-06,AAPL,Technology,130.91,23.1,Call,2021-12-14,180,144.01,3.98,4.41,4.29,218,-0.09537267741728356,0.4928131416837782,0.43000000000000016,0
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-05-19,30,116.06,13.08,13.45,13.24,307,0.10531743356489144,0.08213552361396304,0.3699999999999992,1
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-05-19,30,128.95,3.47,3.56,3.49,602,0.0,0.08213552361396304,0.08999999999999986,0
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-05-19,30,141.85,0.31,0.32,0.32,365,-0.09534542892750664,0.08213552361396304,0.010000000000000009,0
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-08-11,90,116.06,14.29,15.15,14.34,294,0.10531743356489144,0.2464065708418891,0.8600000000000012,1
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-08-11,90,128.95,6.04,6.38,6.17,477,0.0,0.2464065708418891,0.33999999999999986,0
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-08-11,90,141.85,1.85,1.96,1.87,291,-0.09534542892750664,0.2464065708418891,0.10999999999999988,0
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-12-15,180,116.06,15.94,17.67,16.98,263,0.10531743356489144,0.4928131416837782,1.7300000000000022,1
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-12-15,180,128.95,8.5,9.4,9.16,395,0.0,0.4928131416837782,0.9000000000000004,0
2021-04-07,AAPL,Technology,128.95,23.11,Call,2021-12-15,180,141.85,3.93,4.35,4.2,237,-0.09534542892750664,0.4928131416837782,0.4199999999999995,0
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-05-20,30,114.75,12.93,13.29,12.94,365,0.10536051565782635,0.08213552361396304,0.35999999999999943,1
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-05-20,30,127.5,3.38,3.47,3.38,541,0.0,0.08213552361396304,0.0900000000000003,0
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-05-20,30,140.25,0.29,0.3,0.3,358,-0.0953101798043249,0.08213552361396304,0.010000000000000009,0
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-08-12,90,114.75,14.09,14.93,14.77,279,0.10536051565782635,0.2464065708418891,0.8399999999999999,1
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-08-12,90,127.5,5.89,6.23,6.02,480,0.0,0.2464065708418891,0.34000000000000075,0
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-08-12,90,140.25,1.77,1.87,1.79,297,-0.0953101798043249,0.2464065708418891,0.10000000000000009,0
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-12-16,180,114.75,15.69,17.38,16.54,252,0.10536051565782635,0.4928131416837782,1.6899999999999995,1
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-12-16,180,127.5,8.29,9.17,8.97,364,0.0,0.4928131416837782,0.8800000000000008,0
2021-04-08,AAPL,Technology,127.5,22.79,Call,2021-12-16,180,140.25,3.78,4.19,3.89,215,-0.0953101798043249,0.4928131416837782,0.4100000000000006,0
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-05-21,30,118.68,13.35,13.73,13.63,327,0.10538579339698669,0.08213552361396304,0.3800000000000008,1
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-05-21,30,131.87,3.44,3.53,3.5,579,0.0,0.08213552361396304,0.08999999999999986,0
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-05-21,30,145.05,0.28,0.29,0.29,355,-0.09526192174780536,0.08213552361396304,0.009999999999999953,0
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-08-13,90,118.68,14.52,15.38,15.35,307,0.10538579339698669,0.2464065708418891,0.8600000000000012,1
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-08-13,90,131.87,6.0,6.34,6.2,485,0.0,0.2464065708418891,0.33999999999999986,0
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-08-13,90,145.05,1.76,1.86,1.77,311,-0.09526192174780536,0.2464065708418891,0.10000000000000009,0
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-12-17,180,118.68,16.13,17.88,17.03,246,0.10538579339698669,0.4928131416837782,1.75,1
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-12-17,180,131.87,8.45,9.35,8.78,368,0.0,0.4928131416837782,0.9000000000000004,0
2021-04-09,AAPL,Technology,131.87,22.44,Call,2021-12-17,180,145.05,3.8,4.21,3.87,222,-0.09526192174780536,0.4928131416837782,0.41000000000000014,0
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-05-24,30,117.17,13.17,13.54,13.46,352,0.10536905022924144,0.08213552361396304,0.3699999999999992,1
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-05-24,30,130.19,3.35,3.43,3.36,529,0.0,0.08213552361396304,0.08000000000000007,0
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-05-24,30,143.2,0.26,0.27,0.26,308,-0.09524733261723949,0.08213552361396304,0.010000000000000009,0
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-08-16,90,117.17,14.28,15.13,15.09,287,0.10536905022924144,0.2464065708418891,0.8500000000000014,1
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-08-16,90,130.19,5.84,6.17,5.88,471,0.0,0.2464065708418891,0.33000000000000007,0
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-08-16,90,143.2,1.67,1.77,1.77,304,-0.09524733261723949,0.2464065708418891,0.10000000000000009,0
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-12-20,180,117.17,15.84,17.55,16.75,194,0.10536905022924144,0.4928131416837782,1.7100000000000009,1
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-12-20,180,130.19,8.22,9.09,8.23,403,0.0,0.4928131416837782,0.8699999999999992,0
2021-04-12,AAPL,Technology,130.19,22.08,Call,2021-12-20,180,143.2,3.64,4.04,3.76,224,-0.09524733261723949,0.4928131416837782,0.3999999999999999,0
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-05-25,30,118.74,13.33,13.71,13.68,325,0.10533525005315592,0.08213552361396304,0.3800000000000008,1
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-05-25,30,131.93,3.33,3.41,3.4,597,0.0,0.08213552361396304,0.08000000000000007,0
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-05-25,30,145.12,0.24,0.25,0.24,328,-0.0952895074711412,0.08213552361396304,0.010000000000000009,0
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-08-17,90,118.74,14.41,15.26,14.66,310,0.10533525005315592,0.2464065708418891,0.8499999999999996,1
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-08-17,90,131.93,5.8,6.13,6.01,488,0.0,0.2464065708418891,0.33000000000000007,0
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-08-17,90,145.12,1.61,1.7,1.62,294,-0.0952895074711412,0.2464065708418891,0.08999999999999986,0
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-12-21,180,118.74,15.94,17.66,17.63,250,0.10533525005315592,0.4928131416837782,1.7200000000000006,1
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-12-21,180,131.93,8.18,9.05,8.2,369,0.0,0.4928131416837782,0.870000000000001,0
2021-04-13,AAPL,Technology,131.93,21.63,Call,2021-12-21,180,145.12,3.55,3.94,3.88,220,-0.0952895074711412,0.4928131416837782,0.3900000000000001,0
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-05-26,30,117.08,13.15,13.51,13.35,330,0.10529218397581538,0.08213552361396304,0.35999999999999943,1
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-05-26,30,130.08,3.29,3.37,3.37,571,0.0,0.08213552361396304,0.08000000000000007,0
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-05-26,30,143.09,0.24,0.25,0.24,383,-0.09532415711914306,0.08213552361396304,0.010000000000000009,0
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-08-18,90,117.08,14.21,15.05,14.89,293,0.10529218397581538,0.2464065708418891,0.8399999999999999,1
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-08-18,90,130.08,5.73,6.06,5.83,492,0.0,0.2464065708418891,0.3299999999999992,0
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-08-18,90,143.09,1.59,1.68,1.65,302,-0.09532415711914306,0.2464065708418891,0.08999999999999986,0
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-12-22,180,117.08,15.72,17.42,17.24,197,0.10529218397581538,0.4928131416837782,1.700000000000001,1
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-12-22,180,130.08,8.08,8.93,8.84,392,0.0,0.4928131416837782,0.8499999999999996,0
2021-04-14,AAPL,Technology,130.08,21.66,Call,2021-12-22,180,143.09,3.51,3.89,3.76,234,-0.09532415711914306,0.4928131416837782,0.38000000000000034,0
2021-04-15,AAPL,Technology,132.02,21.94,Call,2021-05-27,30,118.82,13.35,13.73,13.65,325,0.10534368333302946,0.08213552361396304,0.3800000000000008,1
2021-04-15,AAPL,Technology,132.02,21.94,Call,2021-05-27,30,132.02,3.38,3.46,3.44,590,0.0,0.08213552361396304,0.08000000000000007,0
2021-04-15,AAPL,Technology,132.02,21.94,Call,2021-05-27,30,145.22,0.26,0.27,0.26,326,-0.09529640769147582,0.08213552361396304,0.010000000000000009,0
2021-04-15,AAPL,Technology,132.02,21.94,Call,2021-08-19,90,118.82,14.46,15.32,14.82,313,0.10534368333302946,0.2464065708418891,0.8599999999999994,1
2021-04-15,AAPL,Technology,132.02,21.94,Call,2021-08-19,90,132.02,5.89,6.22,6.17,479,0.0,0.2464065708418891,0.33000000000000007,0
2021-04-15,AAPL,Technology,132.02,21.94,Call,2021-08-19,90,145.22,1.67,1.77,1.75,305,-0.09529640769147582,0.2464065708418891,0.10000000000000009,0
